date,user,profil_user,nb_followers,contenu_tweet,nb_retweets
2025-01-01,user03,employe_prive,3799,L'immigration est une richesse pour la société. #Immigration,9
2024-06-07,user11,agent_public,4272,Il faut mieux contrôler les frontières. #Asile #Immigration,101
2024-05-26,user07,infirmiere,2974,La pression sur les services publics augmente. #Migration #PolitiqueMigratoire,12
2024-07-23,user14,patron_pme,3652,L'accueil des migrants est une responsabilité collective. #Travail #PolitiqueMigratoire,98
2024-05-16,user17,doctorant,726,Un débat apaisé est nécessaire. #Europe,108
2024-06-13,user10,commercant,890,La diversité culturelle est un atout. #Travail #DebatPublic,20
2024-12-19,user06,retraite,3686,La diversité culturelle est un atout. #Asile #Immigration,89
2024-12-09,user03,employe_prive,3377,Les capacités d'accueil sont limitées. #Accueil,93
2024-12-13,user20,consultant,3639,L'accueil des migrants est une responsabilité collective. #PolitiqueMigratoire #DebatPublic,8
2024-01-17,user19,militant_asso,1306,La pression sur les services publics augmente. #Migration #Accueil,115
2024-07-06,user17,doctorant,3310,Les capacités d'accueil sont limitées. #Immigration,80
2024-09-12,user06,retraite,4291,L'immigration manque de régulation. #Asile #Travail,99
2024-11-09,user07,infirmiere,2389,L'accueil des migrants est une responsabilité collective. #Travail,125
2024-12-31,user06,retraite,3696,La pression sur les services publics augmente. #Migration #Asile,22
2024-03-21,user10,commercant,1476,L'immigration manque de régulation. #Accueil,92
2024-09-09,user08,chauffeur_vtc,265,La pression sur les services publics augmente. #Europe #Accueil,92
2024-02-14,user20,consultant,588,Les migrants contribuent à l'économie. #DebatPublic #Migration,79
2024-06-11,user05,journaliste,657,Un débat apaisé est nécessaire. #Accueil #Europe,115
2024-08-09,user05,journaliste,4169,Il faut mieux contrôler les frontières. #Asile,14
2024-03-23,user06,retraite,2693,Un débat apaisé est nécessaire. #Migration #Asile,57
2024-11-21,user07,infirmiere,4562,La diversité culturelle est un atout. #Europe,70
2024-10-30,user06,retraite,4806,Un débat apaisé est nécessaire. #Immigration #Europe,39
2024-01-24,user03,employe_prive,4774,Il faut mieux contrôler les frontières. #Immigration #Travail,67
2024-05-28,user18,cadre_prive,2524,Les migrants contribuent à l'économie. #Travail #Migration,123
2024-03-21,user02,etudiant,3651,L'accueil des migrants est une responsabilité collective. #Accueil #PolitiqueMigratoire,106
2025-01-10,user11,agent_public,2879,La diversité culturelle est un atout. #PolitiqueMigratoire,102
2024-08-26,user08,chauffeur_vtc,1053,L'accueil des migrants est une responsabilité collective. #Immigration,68
2024-07-15,user10,commercant,3475,Les capacités d'accueil sont limitées. #PolitiqueMigratoire #Frontieres,63
2024-09-12,user06,retraite,4266,La diversité culturelle est un atout. #Immigration #Migration,119
2024-09-15,user13,ouvrier,3795,La diversité culturelle est un atout. #Immigration,61
2024-09-10,user10,commercant,4944,L'immigration est une richesse pour la société. #DebatPublic,120
2024-05-15,user05,journaliste,3046,Les migrants contribuent à l'économie. #Europe,103
2024-07-04,user07,infirmiere,4582,Un débat apaisé est nécessaire. #Europe #Asile,73
2024-12-14,user20,consultant,1023,Les politiques migratoires sont inefficaces. #PolitiqueMigratoire #Europe,32
2024-04-11,user05,journaliste,4985,L'immigration est une richesse pour la société. #Immigration,130
2024-12-31,user05,journaliste,2778,Les capacités d'accueil sont limitées. #PolitiqueMigratoire,121
2024-06-12,user20,consultant,1381,La pression sur les services publics augmente. #Europe #Travail,100
2024-06-02,user19,militant_asso,3940,L'immigration est une richesse pour la société. #Asile #Immigration,4
2024-08-30,user20,consultant,2225,L'immigration manque de régulation. #Accueil #DebatPublic,148
2024-12-14,user05,journaliste,2034,L'immigration manque de régulation. #Immigration,8
2024-06-09,user15,urbaniste,3480,L'accueil des migrants est une responsabilité collective. #Europe #Travail,38
2024-12-27,user02,etudiant,1181,La diversité culturelle est un atout. #Europe #DebatPublic,132
2024-03-29,user11,agent_public,3815,La diversité culturelle est un atout. #Travail #Frontieres,136
2024-05-22,user08,chauffeur_vtc,4621,La diversité culturelle est un atout. #Frontieres #Travail,76
2024-09-02,user11,agent_public,2907,La pression sur les services publics augmente. #Migration #DebatPublic,143
2024-06-25,user13,ouvrier,1249,L'immigration est une richesse pour la société. #Travail #Asile,74
2024-04-19,user16,blogueur,1705,Un débat apaisé est nécessaire. #Accueil #Migration,137
2025-01-14,user20,consultant,4857,Un débat apaisé est nécessaire. #Frontieres,61
2024-02-21,user02,etudiant,3435,L'immigration manque de régulation. #Immigration,84
2024-03-21,user18,cadre_prive,3383,L'accueil des migrants est une responsabilité collective. #PolitiqueMigratoire #Asile,121
2025-01-28,user02,etudiant,782,L'immigration est une richesse pour la société. #DebatPublic,146
2024-01-19,user06,retraite,3302,La diversité culturelle est un atout. #Immigration,126
2024-10-17,user10,commercant,4987,La pression sur les services publics augmente. #Travail #Europe,27
2024-09-15,user05,journaliste,3884,L'immigration est une richesse pour la société. #Accueil #Travail,69
2025-01-02,user09,chercheur,1575,La pression sur les services publics augmente. #Accueil,3
2024-11-23,user20,consultant,3371,L'immigration manque de régulation. #Migration #Accueil,109
2024-09-01,user05,journaliste,2700,Les migrants contribuent à l'économie. #Travail,63
2024-06-17,user09,chercheur,2523,L'immigration manque de régulation. #PolitiqueMigratoire #Frontieres,149
2024-12-07,user02,etudiant,1018,Les migrants contribuent à l'économie. #Migration #Asile,119
2024-11-10,user12,assistante_sociale,1859,Les politiques migratoires sont inefficaces. #Travail,56
2024-07-10,user20,consultant,3456,Il faut mieux contrôler les frontières. #Frontieres,140
2024-02-11,user20,consultant,4354,La pression sur les services publics augmente. #Migration,114
2024-10-07,user02,etudiant,4190,Les capacités d'accueil sont limitées. #PolitiqueMigratoire,51
2024-08-14,user17,doctorant,1002,Les politiques migratoires sont inefficaces. #Europe,52
2024-01-29,user15,urbaniste,3764,Les politiques migratoires sont inefficaces. #Europe,33
2024-12-10,user15,urbaniste,2574,L'immigration est une richesse pour la société. #Migration,5
2024-08-04,user02,etudiant,2872,L'immigration manque de régulation. #Travail,16
2024-05-26,user02,etudiant,3399,Les politiques migratoires sont inefficaces. #DebatPublic #Travail,46
2024-07-11,user13,ouvrier,707,La diversité culturelle est un atout. #Accueil,138
2024-07-20,user18,cadre_prive,4382,Les capacités d'accueil sont limitées. #Immigration,32
2024-08-25,user10,commercant,4510,Les capacités d'accueil sont limitées. #Travail,108
2024-03-20,user12,assistante_sociale,2308,L'immigration manque de régulation. #DebatPublic,48
2025-01-27,user20,consultant,178,L'immigration est une richesse pour la société. #Travail,61
2024-12-10,user20,consultant,448,Les politiques migratoires sont inefficaces. #Frontieres #Europe,62
2024-03-12,user02,etudiant,4177,Un débat apaisé est nécessaire. #PolitiqueMigratoire #Frontieres,74
2024-03-14,user10,commercant,4320,La diversité culturelle est un atout. #Europe,56
2025-01-11,user19,militant_asso,1484,L'immigration manque de régulation. #DebatPublic #PolitiqueMigratoire,109
2024-07-28,user14,patron_pme,1272,Un débat apaisé est nécessaire. #Frontieres #Europe,76
2024-12-28,user10,commercant,1232,Il faut mieux contrôler les frontières. #DebatPublic #Accueil,118
2024-05-04,user13,ouvrier,2138,L'immigration est une richesse pour la société. #PolitiqueMigratoire #Migration,52
2025-01-05,user18,cadre_prive,1610,Un débat apaisé est nécessaire. #Migration,13
2025-01-24,user07,infirmiere,4863,L'accueil des migrants est une responsabilité collective. #Asile #Immigration,143
2024-04-07,user07,infirmiere,1011,Il faut mieux contrôler les frontières. #DebatPublic,122
2024-10-09,user08,chauffeur_vtc,2684,Un débat apaisé est nécessaire. #Asile #Europe,72
2024-09-19,user12,assistante_sociale,4123,Les migrants contribuent à l'économie. #Frontieres #PolitiqueMigratoire,119
2024-07-30,user11,agent_public,424,Les capacités d'accueil sont limitées. #Asile,144
2024-10-26,user18,cadre_prive,4794,L'accueil des migrants est une responsabilité collective. #Frontieres #DebatPublic,106
2024-05-05,user19,militant_asso,4140,La pression sur les services publics augmente. #Travail #Europe,140
2024-03-27,user15,urbaniste,2935,Un débat apaisé est nécessaire. #Accueil #Immigration,43
2024-01-18,user17,doctorant,658,Les politiques migratoires sont inefficaces. #Frontieres,12
2024-12-28,user03,employe_prive,1287,Les migrants contribuent à l'économie. #Immigration #Travail,2
2024-01-09,user16,blogueur,104,L'immigration manque de régulation. #Europe,136
2024-10-01,user09,chercheur,2398,Les politiques migratoires sont inefficaces. #Migration,4
2024-09-25,user04,enseignant,1269,Un débat apaisé est nécessaire. #PolitiqueMigratoire #Asile,61
2024-02-10,user13,ouvrier,3106,L'accueil des migrants est une responsabilité collective. #Asile,103
2024-11-30,user03,employe_prive,309,Les migrants contribuent à l'économie. #Immigration #Europe,23
2024-02-12,user06,retraite,4144,La pression sur les services publics augmente. #Europe,111
2024-04-27,user02,etudiant,1781,L'immigration est une richesse pour la société. #Asile,145
2024-10-15,user18,cadre_prive,319,La pression sur les services publics augmente. #Frontieres,45
2024-03-14,user19,militant_asso,3312,Un débat apaisé est nécessaire. #DebatPublic,19
2024-06-18,user18,cadre_prive,3194,L'immigration manque de régulation. #Immigration #Migration,35
2024-04-28,user14,patron_pme,672,Il faut mieux contrôler les frontières. #PolitiqueMigratoire #Immigration,87
2024-08-18,user09,chercheur,4069,Les migrants contribuent à l'économie. #Accueil #DebatPublic,58
2025-01-30,user03,employe_prive,2469,L'immigration manque de régulation. #Accueil #DebatPublic,63
2025-01-13,user05,journaliste,3241,L'immigration est une richesse pour la société. #Asile,81
2024-07-03,user15,urbaniste,2259,L'accueil des migrants est une responsabilité collective. #Travail #DebatPublic,26
2024-01-14,user04,enseignant,784,Il faut mieux contrôler les frontières. #DebatPublic #Immigration,90
2024-07-30,user10,commercant,3226,Il faut mieux contrôler les frontières. #Europe,21
2024-12-16,user06,retraite,3168,La diversité culturelle est un atout. #Travail #Accueil,43
2024-03-26,user03,employe_prive,3610,Les migrants contribuent à l'économie. #PolitiqueMigratoire,70
2024-05-06,user09,chercheur,4111,L'accueil des migrants est une responsabilité collective. #Immigration #DebatPublic,50
2024-11-13,user11,agent_public,3162,Les migrants contribuent à l'économie. #Asile,84
2024-11-04,user11,agent_public,1695,Les migrants contribuent à l'économie. #Asile #Travail,122
2024-05-04,user19,militant_asso,2719,Les migrants contribuent à l'économie. #Migration #Frontieres,96
2024-10-06,user19,militant_asso,1523,Les migrants contribuent à l'économie. #Travail,140
2024-12-20,user10,commercant,616,Les capacités d'accueil sont limitées. #Frontieres #Asile,104
2025-01-01,user05,journaliste,3516,Un débat apaisé est nécessaire. #DebatPublic #Europe,96
2024-01-19,user18,cadre_prive,2995,L'immigration manque de régulation. #Frontieres,137
2024-03-26,user12,assistante_sociale,412,Les politiques migratoires sont inefficaces. #DebatPublic #Migration,144
2024-02-20,user01,citoyen_engage,2169,Il faut mieux contrôler les frontières. #Travail,56
2024-07-19,user12,assistante_sociale,3843,Les capacités d'accueil sont limitées. #Immigration #Travail,150
2024-05-31,user04,enseignant,3457,L'accueil des migrants est une responsabilité collective. #Asile #PolitiqueMigratoire,21
2024-04-15,user15,urbaniste,4318,L'immigration est une richesse pour la société. #Travail #PolitiqueMigratoire,123
2024-06-02,user03,employe_prive,416,La diversité culturelle est un atout. #Accueil,29
2024-09-21,user08,chauffeur_vtc,1479,Un débat apaisé est nécessaire. #Travail #Frontieres,141
2024-11-18,user13,ouvrier,1561,Les politiques migratoires sont inefficaces. #Immigration #Frontieres,47
2024-10-30,user15,urbaniste,3568,L'accueil des migrants est une responsabilité collective. #Asile,99
2024-10-22,user03,employe_prive,883,La diversité culturelle est un atout. #Travail,137
2024-05-14,user04,enseignant,4059,La pression sur les services publics augmente. #DebatPublic #Migration,135
2024-06-29,user12,assistante_sociale,3800,La pression sur les services publics augmente. #Accueil,44
2024-03-01,user11,agent_public,2004,La diversité culturelle est un atout. #Europe,78
2024-08-02,user13,ouvrier,4935,Les politiques migratoires sont inefficaces. #Travail,35
2024-12-21,user18,cadre_prive,1469,La diversité culturelle est un atout. #Accueil,142
2024-08-18,user11,agent_public,489,Les politiques migratoires sont inefficaces. #Frontieres,91
2024-10-14,user13,ouvrier,4190,Les migrants contribuent à l'économie. #Travail #Europe,126
2024-02-12,user06,retraite,4681,Les capacités d'accueil sont limitées. #Immigration #Asile,7
2024-10-02,user08,chauffeur_vtc,2414,Il faut mieux contrôler les frontières. #Europe #Migration,43
2024-02-28,user19,militant_asso,2244,La pression sur les services publics augmente. #Travail,139
2024-04-21,user18,cadre_prive,3532,Les capacités d'accueil sont limitées. #Immigration #Travail,26
2024-06-27,user09,chercheur,762,L'immigration manque de régulation. #Frontieres,112
2024-12-18,user19,militant_asso,2922,L'accueil des migrants est une responsabilité collective. #Frontieres,109
2024-10-18,user02,etudiant,2923,Un débat apaisé est nécessaire. #PolitiqueMigratoire,136
2024-05-28,user10,commercant,4741,Il faut mieux contrôler les frontières. #Accueil,68
2024-01-31,user14,patron_pme,2321,Les capacités d'accueil sont limitées. #Accueil,32
2024-05-06,user11,agent_public,3267,La diversité culturelle est un atout. #DebatPublic #Travail,125
2024-11-20,user03,employe_prive,812,La pression sur les services publics augmente. #Travail #Europe,103
2024-10-24,user11,agent_public,70,Les politiques migratoires sont inefficaces. #Migration #DebatPublic,23
2024-08-07,user07,infirmiere,1785,La diversité culturelle est un atout. #Europe #Accueil,126
2024-09-05,user19,militant_asso,2865,Les migrants contribuent à l'économie. #Migration,12
2024-08-13,user06,retraite,3789,Les politiques migratoires sont inefficaces. #Accueil,0
2024-03-22,user10,commercant,2294,La pression sur les services publics augmente. #PolitiqueMigratoire,23
2024-01-27,user06,retraite,3296,Les capacités d'accueil sont limitées. #Migration #Europe,78
2024-04-19,user01,citoyen_engage,3956,L'accueil des migrants est une responsabilité collective. #Immigration #Europe,19
2024-03-02,user11,agent_public,3509,L'accueil des migrants est une responsabilité collective. #Migration #Europe,33
2024-06-09,user04,enseignant,3061,L'accueil des migrants est une responsabilité collective. #Migration,76
2024-10-15,user17,doctorant,119,L'accueil des migrants est une responsabilité collective. #DebatPublic,42
2024-12-17,user20,consultant,3674,L'immigration est une richesse pour la société. #Migration,55
2025-01-08,user19,militant_asso,3195,La pression sur les services publics augmente. #Frontieres,89
2024-11-26,user09,chercheur,740,Il faut mieux contrôler les frontières. #Immigration #Asile,63
2024-09-22,user07,infirmiere,4224,La pression sur les services publics augmente. #Frontieres,48
2024-07-16,user16,blogueur,973,Un débat apaisé est nécessaire. #Europe,61
2024-07-03,user01,citoyen_engage,2642,Un débat apaisé est nécessaire. #PolitiqueMigratoire #Accueil,33
2025-01-29,user16,blogueur,647,L'immigration manque de régulation. #Frontieres #Immigration,4
2024-07-22,user02,etudiant,4200,Il faut mieux contrôler les frontières. #DebatPublic #Europe,73
2024-11-23,user03,employe_prive,4445,La pression sur les services publics augmente. #Asile,137
2024-09-18,user03,employe_prive,1714,Les politiques migratoires sont inefficaces. #Asile,39
2025-01-08,user14,patron_pme,2004,Les migrants contribuent à l'économie. #Travail,14
2024-11-07,user20,consultant,500,Les capacités d'accueil sont limitées. #Immigration,79
2024-12-25,user05,journaliste,142,La diversité culturelle est un atout. #Accueil #PolitiqueMigratoire,41
2025-01-18,user05,journaliste,2251,L'immigration manque de régulation. #DebatPublic #Asile,30
2024-02-02,user17,doctorant,2204,Les politiques migratoires sont inefficaces. #Europe #PolitiqueMigratoire,147
2024-09-12,user02,etudiant,4693,La diversité culturelle est un atout. #Migration,42
2025-01-14,user08,chauffeur_vtc,4218,L'immigration est une richesse pour la société. #Immigration,0
2024-07-05,user16,blogueur,3187,L'immigration est une richesse pour la société. #Frontieres #PolitiqueMigratoire,38
2024-08-01,user08,chauffeur_vtc,2670,Il faut mieux contrôler les frontières. #Migration #Immigration,69
2024-04-24,user06,retraite,4275,L'immigration manque de régulation. #Asile #Europe,11
2024-02-14,user11,agent_public,4580,L'accueil des migrants est une responsabilité collective. #Asile #Frontieres,116
2024-07-07,user15,urbaniste,4897,Les capacités d'accueil sont limitées. #Accueil,126
2024-07-28,user01,citoyen_engage,245,L'immigration manque de régulation. #Immigration #DebatPublic,59
2024-02-23,user10,commercant,1730,Les politiques migratoires sont inefficaces. #Immigration #Accueil,135
2024-02-17,user09,chercheur,409,Il faut mieux contrôler les frontières. #PolitiqueMigratoire #Travail,59
2024-10-24,user03,employe_prive,832,Les migrants contribuent à l'économie. #Immigration,129
2024-12-05,user14,patron_pme,1120,La diversité culturelle est un atout. #PolitiqueMigratoire #Europe,60
2024-05-19,user15,urbaniste,1963,Les capacités d'accueil sont limitées. #Accueil,19
2024-03-25,user04,enseignant,3732,L'immigration est une richesse pour la société. #Frontieres #Travail,119
2024-08-25,user10,commercant,2220,La diversité culturelle est un atout. #Frontieres,30
2024-03-16,user11,agent_public,797,Les politiques migratoires sont inefficaces. #Asile,63
2024-03-30,user09,chercheur,304,Il faut mieux contrôler les frontières. #Migration,103
2024-02-22,user15,urbaniste,1195,L'accueil des migrants est une responsabilité collective. #Frontieres,31
2024-07-09,user13,ouvrier,738,L'immigration manque de régulation. #Migration,149
2024-11-26,user07,infirmiere,3682,La diversité culturelle est un atout. #Immigration,32
2024-01-26,user15,urbaniste,1426,Les migrants contribuent à l'économie. #Immigration #DebatPublic,146
2024-03-29,user14,patron_pme,2949,La pression sur les services publics augmente. #Travail #Accueil,54
2024-11-10,user02,etudiant,2063,Un débat apaisé est nécessaire. #Immigration #Migration,75
2024-07-15,user09,chercheur,1174,Un débat apaisé est nécessaire. #Europe,107
2024-07-14,user01,citoyen_engage,2991,Les politiques migratoires sont inefficaces. #Europe #PolitiqueMigratoire,122
2024-05-18,user13,ouvrier,1523,L'accueil des migrants est une responsabilité collective. #Asile,6
2024-08-29,user02,etudiant,4387,Les capacités d'accueil sont limitées. #Migration,91
2024-12-02,user08,chauffeur_vtc,2025,L'immigration manque de régulation. #DebatPublic,68
2024-03-29,user12,assistante_sociale,1492,La pression sur les services publics augmente. #PolitiqueMigratoire,60
2024-10-15,user19,militant_asso,1214,Les politiques migratoires sont inefficaces. #Accueil #Travail,144
